   Coefficients of polinom: T=K1+K2*(1000.0/R)+...+K7*[(1000.0/R)]**6+... 
__________________________________________________________________________

K1 = 0.500081365611549700
K2 = 7.940394735953304920
K3 = -10.659370236797258300
K4 = 192.569644795730710000
K5 = -546.058075794950128000
K6 = 883.720059717074037000
K7 = -259.152913645841181000
__________________________				               K248-14
		           Calibrated (1.5 - 300 K), I measur.= 10.00 µA
TMi Carbon Ceramic Sensor (CCS), type A2, N 835

Measured   R,Ohm 8653.020 7946.860 7418.390 6047.780 5000.350 4472.510 
Measured   T,K      1.492    1.605    1.707    2.088    2.593    2.990 
Calculated T,K      1.493    1.604    1.706    2.088    2.595    2.992 
Error     DT,mK     0.785   -0.874   -1.075   -0.097    1.632    1.775 
__________________________________________________________________________

Measured   R,Ohm 4117.360 3759.070 3540.770 3198.270 2898.390 2535.190 
Measured   T,K      3.351    3.835    4.214    5.008    6.028    8.036 
Calculated T,K      3.352    3.834    4.213    5.007    6.025    8.035 
Error     DT,mK     1.288   -0.840   -1.283   -1.193   -2.642   -0.596 
__________________________________________________________________________

Measured   R,Ohm 2321.100 2169.730 2011.750 1902.640 1843.180 1653.470 
Measured   T,K      9.987   12.002   15.037   17.996   20.044   29.770 
Calculated T,K      9.989   12.003   15.037   17.999   20.043   29.770 
Error     DT,mK     1.824    1.115   -0.366    3.004   -0.653   -0.452 
__________________________________________________________________________

Measured   R,Ohm 1314.160 1221.460 1119.360 1068.040 1017.990  981.460 
Measured   T,K     77.292  107.205  159.693  198.285  247.583  293.160 
Calculated T,K     77.287  107.205  159.701  198.288  247.570  293.166 
Error     DT,mK    -5.019    0.047    7.526    3.031  -12.806    5.868 
__________________________________________________________________________

    R,Ohm   T,K        R,Ohm   T,K        R,Ohm   T,K        R,Ohm   T,K     

  8650.00   1.493    8450.00   1.522    8250.00   1.553    8050.00   1.586
  8640.00   1.495    8440.00   1.524    8240.00   1.555    8040.00   1.588
  8630.00   1.496    8430.00   1.525    8230.00   1.557    8030.00   1.590
  8620.00   1.497    8420.00   1.527    8220.00   1.558    8020.00   1.591
  8610.00   1.499    8410.00   1.528    8210.00   1.560    8010.00   1.593
  8600.00   1.500    8400.00   1.530    8200.00   1.561    8000.00   1.595
  8590.00   1.502    8390.00   1.531    8190.00   1.563    7990.00   1.597
  8580.00   1.503    8380.00   1.533    8180.00   1.565    7980.00   1.598
  8570.00   1.505    8370.00   1.535    8170.00   1.566    7970.00   1.600
  8560.00   1.506    8360.00   1.536    8160.00   1.568    7960.00   1.602
  8550.00   1.508    8350.00   1.538    8150.00   1.570    7950.00   1.604
  8540.00   1.509    8340.00   1.539    8140.00   1.571    7940.00   1.605
  8530.00   1.510    8330.00   1.541    8130.00   1.573    7930.00   1.607
  8520.00   1.512    8320.00   1.542    8120.00   1.575    7920.00   1.609
  8510.00   1.513    8310.00   1.544    8110.00   1.576    7910.00   1.611
  8500.00   1.515    8300.00   1.545    8100.00   1.578    7900.00   1.612
  8490.00   1.516    8290.00   1.547    8090.00   1.580    7890.00   1.614
  8480.00   1.518    8280.00   1.549    8080.00   1.581    7880.00   1.616
  8470.00   1.519    8270.00   1.550    8070.00   1.583    7870.00   1.618
  8460.00   1.521    8260.00   1.552    8060.00   1.585    7860.00   1.620

  7850.00   1.621    7290.00   1.734    6730.00   1.871    6170.00   2.044
  7840.00   1.623    7280.00   1.736    6720.00   1.874    6160.00   2.048
  7830.00   1.625    7270.00   1.738    6710.00   1.877    6150.00   2.051
  7820.00   1.627    7260.00   1.740    6700.00   1.880    6140.00   2.055
  7810.00   1.629    7250.00   1.743    6690.00   1.882    6130.00   2.058
  7800.00   1.631    7240.00   1.745    6680.00   1.885    6120.00   2.062
  7790.00   1.632    7230.00   1.747    6670.00   1.888    6110.00   2.065
  7780.00   1.634    7220.00   1.749    6660.00   1.891    6100.00   2.069
  7770.00   1.636    7210.00   1.752    6650.00   1.894    6090.00   2.073
  7760.00   1.638    7200.00   1.754    6640.00   1.896    6080.00   2.076
